en,es,de,fa,ar
Territorialism,Jerarquía eclesiástica,Kirchliche Hierarchie,کلیسا سالاری,التسلسل الهرمي الكنسي
Territoriality,Jerarquía eclesiástica,Kirchliche Hierarchie,کلیسا سالاری,التسلسل الهرمي الكنسي
Territory,Tierra,Land,سرزمین,أرض
Terror,Terror,Terror,ترور,رعب
Terrorism,Intimidación y amenazas,Einschüchterung und Drohungen,رعاب و تهدید,الترهيب والتهديد
Terrorist,Terrorista,Terrorist,تروریست,إرهابي
Terrorist Operations,Operación terrorista,Terroristische Operation,عملیات تروریستی,عملية إرهابية
Terroristic,Terrorista,Terrorist,تروریستی,إرهابي
Terrorization,Amenazas e intimidación,Drohungen und Einschüchterungen,تهدید وارعاب,التهديدات والترهيب
Terrorize, Aterrorizado, Verängstigt,"وحشت زده	", مرعوب
Terrtorialize,Tomar territorio,Territorium einnehmen,قلمرو در آوردن,للاستيلاء على الأراضي
Terry,Tela de toalla,Handtuchstoff,پارچه حولهای,قماش منشفة
Terse,Breve y útil,Kurz und nützlich,مختصر ومفید,مختصر ومفيد
Tertian,Tres uno,Drei eins,سه یک,ثلاثة واحد
Tertiary,Tercera parte,Teil Drei,قسمت سوم,الجزء الثالث
Test,Examen,Prüfung,امتحان,امتحان
Test Of Strength,Prueba de fuerza,Kraftprobe,زورآزمایی,اختبار القوة
Test Paper,Examen,Prüfungsarbeit,ورقه امتحان,ورقة الامتحان
Testa,Kozel,Kozel,کوزل,كوزيل
Testable,Comprobable,Testbar,امتحان پذیر,قابلة للاختبار
Testaceous,Mariscos,Schalentiere,صدف دار,المحار
Testament,Voluntad,Wille,وصیت,سوف
Testamentary,Legado,Vererbt,وصیت شده,مُوروث
Testator,Testador,Erblasser,وصیت کننده,الموصي
Tested,Probado,Getestet,آزمایش شده,تم اختباره
Tester,Ensayador,Tester,آزمایش کننده,مختبر
Testicle,Lástima,Scham,خایه,عار
Testicular,Testicular,Hoden,بیضه مانند,الخصية
Testiculate,Testicular,Hoden,بیضه مانند,الخصية
Testify,Para testificar,Bezeugen,شهادت دادن,للشهادة
Testimonial,Orden y recomendación,Bestellung und Empfehlung,سفارش وتوصیه,الطلب والتوصية
Testimony,Testimonio,Zeugnis,شهادت,شهادة
Testosterone,Testosterona,Testosteron,تستوسترون,هرمون التستوستيرون
Testudinate,En forma de cúpula,Kuppelartig,گنبد مانند,مثل القبة
Tetched,Estoy confundido.,Ich bin verwirrt.,بهم خورده,أنا مرتبك.
Tetchy,Parece infeliz.,Sieh unglücklich aus.,ناراضی نما,تبدو غير سعيدة.
Tetrad,Cuatro valores,Vier Werte,چهار ارزشی,أربع قيم
Tetrahedron,Tetraédrica,Tetraeder,چهاروجهی,رباعي السطوح
Tetrandrous,Cuatro banderas,Vier Flaggen,چهارپرچمی,أربعة أعلام
Tetrapetalous,Cuatro hojas,Vier Blätter,چهار برگه,أربع أوراق
Tetrapod,Cuatro extremidades,Vier Gliedmaßen,چار اندام,أربعة أطراف
Tetrapterous,Cuadrúpedo,Vierfüßler,چهارباله,رباعي الأرجل
Teuton,Totonía,Totonia,توتنی,توتونيا
Teutonic,Totonía,Totonia,توتنی,توتونيا
Texas,Texas,Texas,تکزاس,تكساس
Text,Texto,Text,متن,نص
Textbook,Libro de texto,Lehrbuch,کتاب درس,كتاب مدرسي
Textile,Tejido de punto,Gewebe,پارچه بافته,قماش منسوج
Textile Factory,Fábrica de tejidos,Weberei,کارخانه پارچه بافی,مصنع النسيج
Textile Manufacture,Tejido de punto,Stricken,بافندگی,الحياكة
Textual,Textual,Textuell,متنی,نصي
Textual Critic,crítico literario,Literaturkritiker,ناقد ادبی,ناقد أدبي
Texture,Tejido de punto,Gewebe,پارچه منسوج,قماش منسوج
Teymur,Timur,Timur,تیمور,تيمور
Thai,tailandés,Thai,تایلندی,التايلاندية
Thailand,Tailandia,Thailand,تایلند,تايلاند
Thallophyta,Filamentoso,Filamentös,ریسه داران,خيطي
Thallus,Hilo,Faden,ریسه,خيط
Than,De,Aus,از,من
Thane,Vieja Inglaterra,Altes England,قدیم انگلیس,إنجلترا القديمة
Thaneship,La posición de Khan,Khans Position,مقام خانی,موقف خان
Thank,Estar agradecido,Dankbar sein,سپاسگزاری کردن,أن تكون شاكرا
Thank God,Gracias a Dios.,Gott sei Dank.,خدا را شکر,الحمد لله.
Thank You,Tu mano no te dolerá.,Deine Hand wird nicht weh tun.,دست شما درد نکند,يدك لن تؤلمك.
Thankful,Agradecido,Dankbar,سپاسگزار,شاكر
Thankfully,Gracias.,Danke schön.,ممنونا,شكرًا لك.
Thankfulness,Gracias,Danke,شکران,شكرًا لك
Thanking,Gracias,Danke,تشکر,شكرًا
Thankless,Desagradable,Unangenehm,ناممنون,غير سار
Thanksgiving,Gratitud,Dankbarkeit,شکر گزاری,اِمتِنان
Thankworthy,Agradecido,Dankbar,قابل تشکر,شاكر
That,él,Es,آن,هو - هي
That Is,"Eso es,","Das heißt,",یعنی,"إنه،"
That Is All,La paz sea contigo,Der Friede sei mit dir,والسلام,السلام عليكم
That Place,Allá,Dort,آنجا,هناك
That Way,Por aquí,Hier entlang,اینطرفی,من هنا
That Which,Como,Als,همانچه,مثل
Thatch, Forrado de paja, Strohgefüttert,"کاه اندود	", مبطنة بالقش
Thatching,Tofal Kobi,Tofal Kobi,توفال کوبی,توفال كوبي
Thaw, Agua, Wasser,"آب	", ماء
Thawed,Derretido,Geschmolzen,آب شده,ذاب
The,Un adjetivo definitivo. Cuando sabemos de qué estamos hablando.,"Ein eindeutiges Adjektiv. Wenn wir wissen, wovon wir sprechen.",حرف تعریف مشخص. زمانی که می‌دانیم داریم در مورد چه چیزی صحبت می‌کنیم.,صفة محددة. عندما نعرف ما نتحدث عنه.
The Berlin Wall,Muro de Berlín,Berliner Mauer,دیوار برلین,جدار برلين
The Day After Tomorrow,Pasado mañana,Übermorgen,پس فردا,اليوم بعد غد
The Day Before Yesterday,Anteayer,Vorgestern,پریروز,أول أمس
The Elburz,Alborz,Elburs,البرز,البرز
The English Channel,Mancha,Manche,مانش,مانشي
The Fact That,A eso,Dazu,به اینکه,الى ذلك
The Five Holy Ones,Cinco personas,Fünf Personen,پنج تن,خمسة أشخاص
The Grand Najaf,Nayaf Ashraf,Nadschaf Ashraf,نجف اشرف,النجف الأشرف
The Guardian,Guardián,Wächter,گاردین,الوصي
The Hague,La Haya,Den Haag,لاهه,لاهاي
The Hell With It,Infierno,Hölle,بجهنم,جحيم
The Intelligents,En primer lugar,Erstens,اولوالالباب,أولاً
The Karoon,Karun,Karun,کارون,كارون
The Majority Of,Más,Mehr,بیشتر,أكثر
The Middle East,Asia Central,Zentralasien,آسیای میانه,آسيا الوسطى
The Night Before Last,Anteanoche,Vorgestern Abend,پریشب,الليلة قبل الماضية
The Omayyad,Amoy,Amoy,اموی,أموي
The Other,Otro,Ein anderer,دیگری,آخر
The Others,Otros,Sonstiges,سایران,آحرون
The Owner Of,Tiene,Hat,دارای,لديه
The Resolute Men,Lo primero es la determinación.,Zuallererst: Entschlossenheit.,اولوالعزم,"أولا، العزم."
The Rest,El resto,Der Rest,بقیه,البقية
The Rest Of,El resto,Der Rest,مابقی,البقية
The Same,Eso es todo.,Das ist es.,همین,هذا كل شيء.
The Same Way,Tal como está,Wie es ist,همانگونه,كما هو
The Statue Of Liberty,Estatua de la Libertad,Freiheitsstatue,مجسمه آزادی,تمثال الحرية
The Whole Gang,Farmacia,Drogerie,دارودسته,صيدلية
The World,Mundo,Welt,دنیا,دنیا
Theater,Casa de vigilancia,Tamasha-Haus,تماشا خانه,تماشا خانه
Theater-Goer,El teatro.,Tamashkhaneh Rou,تماشاخانه رو,تماشاخانه رو
Theatre,Teatro,Tater,تاتر,تاتر
Theatrical Arts,Realizar una encuesta,Führen Sie eine Umfrage durch,اجراء نمایش,اجراء نمایش
Theatricalism,Restaurante Maslaki,Maslaki Restaurant,تماشاخانه مسلکی,تماشاخانه مسلکی
Theatricalize,Placa de Jordania,Jordan-Platte,بروی صحنه آوردن,بروی صحنه آوردن
Thecal,Cobertura de la casa,Hausabdeckung,غلاف دار,غلاف دار
Thecate,Cobertura de la casa,Hausabdeckung,غلاف دار,غلاف دار
Thee,Torá,Tora,تورا,تورا
Theft,Pájaro de polvo,Staubvogel,دستبرد,دستبرد
Thegn,Vieja Inglaterra,Altes England,قدیم انگلیس,إنجلترا القديمة
Their,que eso es,dass es,آن‌ها,آن‌ها
Theist,Fe en Dios,Glaube an Gott,معتقد بخدا,معتقد بخدا
Them,Mientras tanto,Übrigens,به آن‌ها,به آن‌ها
Thematic,Relacionado con el tema,Passend zum Thema,مربوط بموضوع,مربوط بموضوع
Theme,Me sorprendí.,Ich war überrascht,فرهشت,فرهشت
Themselves,Ellos mismos,Khodschan,خودشان,خودشان
Then,Espacio,Raum,سپس,سپس
Theocentricity,Siga derecho.,Fahren Sie geradeaus,توجه بخدا,توجه بخدا
Theocentrism,Siga derecho.,Fahren Sie geradeaus,توجه بخدا,توجه بخدا
Theologian,Turbante en la cabeza,mit Turban,معمم,معمم
Theologians,Gallinero,Die Götter,الاهیون,الاهیون
Theological,I,Mein,لدنی,لدنی
Theological Rank,Perserverancia,Fleiß,اجتهاد,اجتهاد
Theologist,Arañazos,Kratzer,خداشناس,خداشناس
Theologize, Perserverancia, Fleiß,"اجتهاد	",اجتهاد
Theology,Religiones,Religionen,علمالادیان,علمالادیان
Theorematic,Prueba incluida,Nachweis inklusive,متضمن برهان,متضمن برهان
Theoretical,Teorético,Theoretisch,نظری,نظري
Theoretician,Teórico,Theoretiker,تئوریسین,المنظر
Theorism,Corredor teórico,Theoretischer Makler,ستدلال نظری,الوسيط النظري
Theorist,Visionario,Visionär,نگرشگر,صاحب رؤية
Theorization,razonamiento teórico,Theoretische Argumentation,استدلال نظری,التفكير النظري
Theorize,Creación de hipótesis,Hypothesenbildung,فرضیه بوجود آوردن,إنشاء الفرضيات
Theory,Hipótesis,Hypothese,فرضیه,فرضية
Theosophical,Místicos,Mystiker,اهل عرفان,الصوفيون
Theosophist,Místico,Mystiker,عارف,صوفي
Therapeusis,Terapéutica,Therapeutika,درمان شناسی,العلاج
Therapeutic,Curador,Heiler,معالج,المعالج
Therapeutics,Terapéutica,Therapeutika,درمان شناسی,العلاج
Therapeutist,Terapeuta,Therapeut,درمان شناس,معالج نفسي
Therapist,Médico,Arzt,پذشک معالج,طبيب
There,Existir,Existieren,وجود داشتن,للوجود
There Be Fear,Tener miedo,Angst haben,بیم رفتن,أن تكون خائفا
There Exist Fear,Tener miedo,Angst haben,بیم رفتن,أن تكون خائفا
Thereabout,Cercano,Nahe,درهمان نزدیکی,قريب
Thereafter,Por ese medio,Auf diese Weise,بدانوسیله,بهذه الوسيلة
Therefore,De este modo,Auf diese Weise,بدین گونه,بهذه الطريقة
Therefrom,De eso,Von dort,ازآنجا,من هناك
Thereinafter,En pos de eso,Im Streben nach diesem,درتعقیب آن,في السعي لتحقيق ذلك
Theresa,Teresa,Teresa,ترزا,تيريزا
Thereunder,Respectivamente,Entsprechend,بموجب آن,وفقاً لذلك
Therewith,En ese tiempo,Damals,درآن هنگام,في ذلك الوقت
Theriac,Caña de azúcar,Zuckerrohr,شیرهقند,قصب السكر
Therm,Pequeñas calorías,Kleine Kalorien,کالری کوچک,سعرات حرارية صغيرة
Thermal,Térmico,Thermal,گرمایی,حراري
Thermic,Relacionado con Bagram,Bagram-bezogen,وابسته بگرما,متعلق بباغرام
Thermocouple,Par termoeléctrico,Thermoelement,ترموکوپل,ترموكبل
Thermoduric,Termómetro,Thermometer,دماپای,ميزان الحرارة
Thermodynamic,Termodinámica,Thermodynamisch,دماپویا,الديناميكا الحرارية
Thermodynamics,Termodinámica,Thermodynamik,ترمودینامیک,الديناميكا الحرارية
Thermogenic,Exotérmico,Exotherm,گرمازا,طارد للحرارة
Thermogram,Termografía,Thermografie,دمانگاشت,التصوير الحراري
Thermograph,Termómetro con temporizador automático,Selbstauslöser-Thermometer,گرماسنج خودکمار,مقياس حرارة ذاتي التوقيت
Thermographer,Damangar,Damangar,دمانگار,دامانجار
Thermography,Termografía,Thermografie,گرمانگاری,التصوير الحراري
Thermolabile,Temperatura,Temperatur,دماناپای,درجة حرارة
Thermometer,Termómetro,Thermometer,حرارتسنج,ميزان الحرارة
Thermometre,Temperatura,Temperatur,میزان الحراره,درجة حرارة
Thermometry,Calorimetría,Kalorimetrie,گرماسنجی,قياس السعرات الحرارية
Thermophile,Termófilo,Thermophil,گرمادوست,محب للحرارة
Thermophilic,Calor,Wärme,گرماگرای,الدفء
Thermos,Termo,Thermosflasche,ترمس,الترمس
Thermoscope,Calentador de agua,Boiler,گرمایاب,سخان الماء
Thermostat,Termostato,Thermostat,ترموستات,ترموستات
Thermotactic,Termorreacción,Thermoreaktion,دماواکنشی,التفاعل الحراري
Thermotaxis,Termorreacción,Thermoreaktion,دماواکنش,التفاعل الحراري
Thermotropic,Calor,Wärme,گرماگرای,الدفء
Thermotropism,Termodinámica,Thermodynamik,دما گرائی,الديناميكا الحرارية
Therof,Dependiente,Abhängig,وابسته بان,متكل
Thesaurus,Recopilación de información,Informationssammlung,مجموعه اطلاعات,جمع المعلومات
These,Estos,Diese,این‌ها,هؤلاء
Theses,Mensajes,Nachrichten,رسائل,رسائل
Thesis,Tesis,These,پایان نامه,أُطرُوحَة
They,que eso es,dass es,آن‌ها,آن‌ها
Thiaminase,Tiaminasa,Thiaminase,تیامیناز,الثياميناز
Thick,Lateral,Außenverteidiger,پر پشت,ظهير كامل
Thicken, Más grueso, Dicker,"کلفت تر	", أكثر سمكًا
Thickener,Espesante,Verdickungsmittel,پرپشت کننده,مُكثِّف
Thicket,Bosque denso,Dichter Wald,درختزار انبوه,غابة كثيفة
Thicket-Like,Parecido a un arbusto,Buschartig,بیشه مانند,مثل الأدغال
Thickety,Parecido a un arbusto,Buschartig,بیشه مانند,مثل الأدغال
Thickheaded,baja inteligencia,Geringe Intelligenz,کم هوش,انخفاض الذكاء
Thickish,Relativamente denso,Relativ dicht,نسبتا انبوه,كثيفة نسبيا
Thickly,Relativamente denso,Relativ dicht,نسبتا انبوه,كثيفة نسبيا
Thickness,Multitud,Menge,انبوهی,حشد
Thick-Tailed,Cola gruesa,Dicker Schwanz,دم کلفت,ذيل سميك
Thief,Comida de la gente.,Volksessen.,مال مردم خور,طعام الناس.
Thievish,Apto para ladrones,Geeignet für Diebe,درخور دزدان,مناسب للصوص
Thigh,Hermético,Oberschenkel,ران,فخذ
Thigh Bone,Fémur,Oberschenkelknochen,استخوان ران,عظم الفخذ
Thimble,Dedal,Fingerhut,انگشتانه,كشتبان
Thimbleful,Una migaja,Ein Krümel,یک خرده,فتات
Thimblerigger,Mago,Zauberer,شعبده باز,ساحر
Thin, demasiado estrecho, Zu eng,"زیاد باریک	", ضيق للغاية
Thin Excrement,Rima,Reim,ریغ,قافية
Thin Out, Flaco, Schlank,"لاغر	", نحيف
Thin Skinned,Naranja fina,Dünn orange,نازک نارنجی,برتقالي رقيق
Thin-Bearded,barba fina,Dünner Bart,تنک ریش,لحية رقيقة
Thine,Tuyo,Dein,مال تو,لك
Thing,Cosa,Ding,چیز,شيء
Thing Claimed,Insulto,Beleidigung,مدعابه,يسُبّ
Things,Suministros,Lieferungen,لوازم,لوازم
Think, Pensamiento, Gedanke,"فکر	", معتقد
Thinkable,Pensativo,Denkbar,قابل فکر,يمكن التفكير فيه
Thinker,Pensador,Denker,فکر کننده,مفكر
Thinking,Razonamiento,Argumentation,تعقل,الاستدلال
Thinner,Reductor,Reduzierstück,کم کننده,المخفض
Thinness,Adelgazamiento,Abnehmen,لاغری,التخسيس
Third,Un tercio,Ein Drittel,یک سوم,ثلث
Third Class,Boleto de calificación,Notenschein,بلیط درجه,بطاقة الصف
Third Gear,Tercera marcha,Dritter Gang,دنده سه,الترس الثالث
Third Party,Tercero,Dritte Seite,شخص ثالث,طرف ثالث
Thirdly,En tercer lugar,Drittens,ثالثا,ثالثا
Thirst,Tener sed,Durstig sein,تشنهبودن,الشعور بالعطش
Thirsty,Sediento,Durstig,عطش دار,عطشان
Thirteen,Trece,Dreizehn,سیزده,ثلاثة عشر
Thirty,Número treinta,Nummer dreißig,عدد سی,الرقم ثلاثون
This,Este,Das,این,هذا
This Much,Eso es todo.,Das ist es.,همینقدر,هذا كل شيء.
This Place,Aquí,Hier,اینجا,هنا
This Side,Por aquí,Hier entlang,اینطرف,من هنا
This Way,De este modo,Auf diese Weise,از این طریق,بهذه الطريقة
This Year,Este año,Dieses Jahr,امسال,هذا العام
Thither,Hacia ese lado,Auf diese Seite,به آنطرف,إلى ذلك الجانب
