en,fa
jam,انباشتگی
Jamadi al Aval,جمادی الاول
Jamadi al Sani,جمادی الثانی
Jamal,جمال
Jamasb,جاماسب
jamb,لغاز
jamboree,مجمع پیشاهنگان
James Clerk,جیمز کلرک
James Hall,جیمز هال
James Madison,جیمز مدیسیون
James Rubin,جیمز روبین
Jamileh,جمیله
Jamshid,جمشید
Jan-Ali,جانعلی
Janangyr,جهانگیر
jangle,جنجال کردن
janitor,فراش مدرسه
Jannat,جنت
January,ژانویه
Japan,ژاپن
Japan Sea,دریای ژاپن
Japanese,ژاپنی
jape,لطیفه زدن
japer,لطیفه گو
japery,لطیفه گوی
jar,صدای ناهنجار
jargon,زبان زرگری
Jasim Ziad,جاسم زیاد
jasmin,گل یاسمن
jasmine,یاسمن
jasper,ژاسب
jaspery,یشمی
jaunt,سفر کوچک کردن
jaunty,خود ساز
Java,جاوه
Javad,جواد
Javaneh,جوانه
javelin,پرتاب نیزه
javelin throw,نیزه پرانی
javelin thrower,نیزه پران
Javid,جاوید
jaw,آرواره
jawbone,استخوان فک
jaxartes,سیر دریا
jay,زاغ کبود
Jay Barnet,جی بارنت
Jazaeri,جزایری
jazz,جاز
jealous,حسادت آمیز
jealousy,حسادت
jean,جین
Jedda,جده
Jeep,جیپ
jeer,هو کردن
jeering,طنز
jellify,ژله مانند کردن
jelly,جسم ژلاتینی
jelousy,غیرت
jennet,ماچهخر
Jennifer,جنیفر
jenny,جراثقال دوار
jeopardize,بمخاطره انداختن
jeopardy,گرفتاری حقوقی
jeoperdize,در خطر انداختن
jeoperdized,در مخاطره
jeoulesy,نظر زنی
jeremiad,سوگنامه
jerk,تکان تکان خوردن
jerkin,نیمتنه چرمی
jerry-built,معمارساز
jersey,پارچه کشباف
Jerusalem,اورشلیم مقدس
jess,پابند قوش
jest,ببازی گرفتن
jester,هزل گو
jesting,مطایبه
jestingly,هزلا
jesuit,یسوعیون
jesuitry,یسوعیت
jesus,یاعلی
Jesus Christ,عیسا مسیح
jet,کهربای سیاه
jet engine,موتور پرتابی
jet fighter,شکاری بمب افکن
jettison,بدریا انداختن
jetton,ژتن
jetty,اسکله
Jew,یهودی
jewel,سنگ گرانبها
jewel-box,درج
jeweler,جواهر فروش
jewelled,جواهری
jeweller,جواهر فروش
jewelry,جواهر آلات
jewels maker,جواهر تراش
Jewish,یهودی
Jewish priest,کاهن
Jezebel,ایزابل
jib,لب زیرین
Jidda,جده
jiff,یک لحظه
jiffy,یک لحظه
jig,شیرین کاری
jigger,جرثقیل آبی
jigsaw,اره موئی
Jihad,جهاد
Jim,جیم
jimjams,هذیان الکلی
jimmy,چابک دست
jingle,جرنگ جرنگ کردن
jingo,اجی مجی
jinn,جن
jinni,جنی
jinnlike,جن مانند
jinriksha,ریکشا
jinx,شانس نیاوردن
Jmal,جمال
job,شغل
job entry,ادخال کار
jobless,کاری ندئرد
joblessness,بی کاری
jobs,مشاغل
jock,سرباز اسکاتلندی
jockey,سوار کاری کردن
jockeying,سوارکاری
jockstrap,بیضه بند
jocose,شوخی آمیز
jocular,شوخی آمیز
jocularly,هزلا
jocund,سر چنگ
jog,قدم تند کردن
jogger,هل دهنده
jogging,یورغه
Joghesh,جغش
johannes,جوهانس
Johannesburg,ژوهانسبورگ
John,یوحنا
John Ashcroft,جان اشکرافت
John Cray,جان کری
John Glenn,جان کلن
John Kerry,جان کری
John Paul II,ژان پل دوم
johnny,مرد انگلیسی
join,بهم متصل کردن
joinable,پیوند گیر
joined,تلاقی شده
joining,انضمام
joint,پیوند گاه
joint account,حساب مشترک
joint heir,شریک الارث
joint owner,شریک الملک
joint ownership,مشاع
joint partnership,شرکت تضامنی
joint responsibility,مسئولیت مشترک
joint stock,شرکت سهامی
jointed,مفصل دار
jointless,بی مفصل
jointly,بالاشتراک
joints,مفاصل
jointworm,کرم گندم
joist,نصب تیر
joke,شوخی بی مزه
joke around,مسخره بازی درآوردن
joker,ژوکر
jokes,فکاهیات
jollity,عیشی
jolly,شنگ
jolt,تلق تلق
jolter,دست اندازدار
Jonas,یونس
Jonathan,جاناتان
Jonathan Pappa,جاناتان پاپا
Jones,جونز
Jones Svenson,جنز سونسون
jonquil,گل مشکین
Jordan,اردن
Jordanian,اردنی
jorum,محتویات قدح
Jose Martin,خوزه مارتن
Joseph,یوسف
joss,سر کارگر
jostle,تنه زدن
journal,دفتر یومیه
Journal of Science,جورنال ساینس
journalism,روزنامه نگاری
journalist,روزنامه نگار
journey,مسافرت
journeyman,کارگر ماهر
joust,نیزه بازی کردن
joviality,شوخ بودن
jow,صدای زنگ
jowl,کله ماهی
joy,لذت
joyful,مسرت آمیز
joyfulness,ابتهاج
jubilee,سال ویژه
Judaism,یهودیت
judge,دادرسی کردن
judgement,دادرسی
judgement by physiognomy,تفرس
judgement day,روز محشر
judges,قضات
judgment,قضاوت
judicial,وابسته بدادگاه
judiciary,وابسته بدادگاه
judicious,روشن رای
judo,کشتی جودو
jug,درکوزه ریختن
juggler,شعبدهباز
jugglery,حقهبازی
jugular vein,ودج
jugum,یکزوج برگچه
juice,عصاره
juice extractor,عصاره گیر
juicer,آب میوهگیر
juiciness,پر آبی
juicy,شیرهدار
juju,نظر قربانی
jujube,تبر خون
jujube red,عنابی
Julfa,جلفا
Juliet,ژولت
July,ژوئیه
jumble,درهم آمیختگی
jump,جست وخیز کردن
jump down,پایین پریدن
jump off,شروع بحمله
jump out,بیرون پریدن
jump rope,طناب بازی کردن
jumper,سیم جهشی
jumping,جست و خیز
jumping off place,نقطه عزیمت
junction,محل اتصال
junctions,مقاطع
juncture,درزگاه
June,ژوئن
jungle,جنگل
junior,اصغر
junior high school,آموزشکده
juniper,اردج
juniper-tree,عرعر
junk,بنجل شمردن
junkie,تریاکی
Jupiter,برجیس
Jurassic,ژوراسیک
juratory,فقهی
jurisconsult,مشاور حقوقی
jurisprudence,فقه
jurispruntial,فقهی
jury,هیات منصفه
jussive,کلمه امری
Just,فقط
just as,همانطور که
just fair,حق بین
just now,الان
justice,انصاف
justice of the peace,امین صلح
justiciar,دادرس عالیرتبه
justifiability,جواز شرعی
justifiable,توجیه پذیر
justification,هم ترازی
justified,مصلحتآمیز
justifier,توجیه کننده
justify,توجیه کردن
justly,انصافاً
juvenescent,نو جوان
juxtapose,بهم جفت کردن
Kabila,کابیلا
kabob,کباب
Kabul,کابل
Kabuli,کابلی
kail,سوپ کلم
Kaiser,کایزر
kaiserin,زوجه قیصر
kakemono,نقاشی رویابریشم
Kalaberia,کالابریا
Kalaleh,کلاله
Kalantary,کلانتری
kale,سوپ کلم
Kali,کالی
Kali Sanchez,کالی سانچز
Kalti,کالتی
Kamal,کمال
Kamal Kharazi,کمال خرازی
Kamand,کمند
Kambiz,کامبیز
Kampala,کامپالا
Kamran,کامران
Kamshad,کامشاد
Kamyar,کامیار
Kandahar,قندهار
Kandaz,کندز
Kangroo,کانگورو
Kansas,کانزاس
Kansas City,کانزاس سیتی
Kapissa,کاپیسا
kaput,ازکارافتاده
karakul,گوسفند قرهکل
Karam,کرم
Karam Ali,کرمعلی
Karbala,کربلا
Karim,کریم
Karl Sagan,کارل ساگان
Karolin,کارولین
Karoon river,کارون
Karoubi,کروبی
karyokinesis,مرحله تقسیم سلولی
Kashan,کاشان
Kashani,کاشانی
Kashmir,کشمیر
Kasra,کسری
Kasuga,کاسوگا
Katayun,کتایون
Katmandu,کاتماندو
Katrin,کاترین
Katyusha,کاتیوشا
Kaula Lampoor,کوالا لامپور
Kaveh,کاوه
Kavus,کاوس
Kayan,کایان
Kayoomars,کیومرث
Kazakhstan,قزاقستان
Kazem,کاظم
Kazemi,کاظمی
kedge,لنگر سنگین
keek,نگاهدزدانه
keen,تیز
keen sighted,ژرف بین
keenness,تیزی
keep,نگه داشتن
keep aloof,فاصلهگرفتن
keep in containment,محدود نگاهداشتن
keep informed,در جریان گذاشتن
keep secret,پرده پوشی کردن
keep unaware,غافل کردن
keep under watch,تحت نظر داشتن
keep waiting,منتظر کردن
keeper,نگاهدارنده
keeping,نگهداری
kegler,کاسه ساز
Kemal,کمال
kennel,درلانه قرارقراردادن
Kentucky,کنتاکی
Kenya,کنیا
kepi,کلاه کپی
kept,نگاه داشتن
keratin,ماده شاخی
kerchief,چار قد
Kerman,کرمان
Kermanshah,کرمانشاه
kernel,مغز بستن
kernelled,مغزدار
kerosene,نفت لامپا
kerosine,نفت لامپا
kerseymere,پارچه کشمیری
ketchup,چاشنی غذا
kettle,کتری
kettle of fish,مهمانی دانگی
kettledrum,عصرانه مفصل
kettledrumer,دهلزن
key,کلیدی
keyboard,سفحه کلید
keyed,مضراب دار
Keyghobad,کیقباد
Keyhan,کیهان
keyhole,سوراخ کلید
Key-Khosrow,کیخسرو
keynote,نطق اصلی کردن
keys,مفاتیح
keystone,سنگ سرطاق
Keyvan,کیوان
keyway,سوراخ کلید
keyword,واژه کلیدی
Khachikian,خاچیکیان
Khadijeh,خدیجه
khaki,لباس نظامی
Khaksar,خاکسار
Khakzad,خاکزاد
Khalayeleh,خلایله
Khaled,خالد
Khaledeh,خالده
Khalife,خلیفه
Khalil,خلیل
Khalilollah,خلیلالله
Khalilzad,کهلیل زاد
Khamenei,خامنه ای
Khan,خان
Khandan,خاندان
khans,خوانین
khan's rank,خانی
Kharazi,خرازی
Kharg island,خارگ
Kharkov,خارکف
Khartoum,خارطوم
Khartum,خارطوم
Khashayar,خشایار
Khatami,خاتمی
Khatereh,خاطره
Khatun,خاتون
khedival,خدیوی
khedive,خدیو
Kheyriyeh,خیریه
Kheyrollah,خیرالله
Khoda Morad,خدامراد
Khodadad,خداداد
Khojasteh,خجسته
Khorasan,خراسان
Khordad,خرداد
Khosravi,خسروی
Khosrow,خسرو
khowar,زبان خواری
Khyber pass,تنگه خیبر
Kia,کیا
Kianush,کیانوش
Kiarash,کیارش
kibe,سرماسوزک
kibitz,دستوربیجا دادن
kick,جفتک انداختن
kicker,لگدزن
kicking,لگد انداز
kid,چرم بزغاله
kidding,بچه بازی
kidnap,آدم سرقت کردن
kidnapper,دزدانسان
kidnapping,آدمربایی
kidndergartner,کودکستان رو
kidney,کلیوی
kidney stone,سنگ کلیه
kier,درپاتیل وجوشانیدن
kil,مقبره
kill,به قتل رساندن
kill each other,مقاتله کردن
kill time,وقت کشتن
killed,کشته شده
killer,آدم کش
killing,کشنده مج
killjoy,سرخر
kiln,درکوره پختن
kiln man,کورهپز
Kilo,کیلو
kilocycle,کیلو سیکل
kilogram,هزار گرم
kilogrem,کیلوگرمی
kiloliter,کیلولیتر
kilometer,کیلومتری
kilovolt,هزار ولت
kilowatt,کیلووات
Kim,کیم
Kim Yung Sam,کیم یونگ سام
Kimberly,کیمبرلی
Kimiya,کیمیا
kimono,جامه ژاپنی
Kind,مهربان
kind to inferiors,بنده نواز
kindergarten,کودکستان
kindhearted,پاک نظر
kindle,مشتعل کردن
kindliness,مکارم
kindly,مرحمتا
kindness,خونگرمی
kindness to inferiors,بنده نوازی
kindnesses,عنایات
kinds,اقسام
kinematics,علم الحرکات
kinesiology,علم الحرکات بدن
kinetic,وابسته بحرکت
kinetic energy,انرژی سینتیک
kinetics,جنبش شناسی
king,شاه
king post,شاه تیر
kingdom,پادشاهی
kingfisher,ماهی خورک
kingly,خسروانه
kings,سلاطین
kingship,مقام سلطنت
kink,گره انداختن
kinky,موی وزکرده
kinship,قوم وخویشی
kip,چرم دباغی
kipper,ماهی دودی
kirghiz,اقوام قرقیز
Kirkuk,کرکوک
Kishinev,چیزیانو
kiss,روبوسی کردن
kisser,ماچ کننده
kissing,روبوسی
kissing feet,پا بوسی
kissing hands,دستبوس
kissing of hands,دستبوسی
Kissinger,کیسینجر
kist,قفسه سینه
kitchen,آشپزخانه
kite,کاغذ هوائی
kith,وطن مالوف
