en,es,de,fa,ar
Phlebotomist,Flebotomista,Phlebotomistin,فلبوتومیست,فني سحب الدم
Phlebotomy,Flebotomía,Aderlass,فلبوتومی,الفصد
Phlegm,Flema,Schleim,خلط,البلغم
Phlogistin,Flogistina,Phlogistin,فلوژیستین,الفلوجستين
Phlogiston,Flogisto,Phlogiston,فلوژیستون,اللاهوب مادة كيميائية
Phobic,Fóbico,Phobisch,فوبیا,رهابي
Phoenix,Fénix,Phönix,فینیکس,فينيكس
Phomenic,Fonémico,Phomenisch,فمنیک,صوتي
Phone,Teléfono,Telefon,تلفن,هاتف
Phone Book,Guía Telefónica,Telefonbuch,دفترچه تلفن,دليل التلفونات
Phonemic,Fonémica,Phonemisch,واجی,فونيمي
Phonemics,Fonémica,Phonemik,واج شناسی,علم الصوتيات
Phonetic,Fonético,Phonetisch,آوایی,صوتي
Phonetician,Fonetista,Phonetiker,آواشناس,عالم الأصوات
Phonetics,Fonética,Phonetik,آواشناسی,علم الأصوات
Phoney,Falso,Unecht,تلفنی,مزيف
Phonic,Fónico,Phonisch,آوایی,صوتي
Phonics,Fónica,Phonetik,آواشناسی,علم الأصوات
Phonographist,Fonógrafo,Grammophonist,نوازنده ی واج,عازف الفونوغراف
Phonography,Fonografía,Phonographie,فونوگرافی,الفونوغرافيا
Phonologist,Fonólogo,Phonologe,واج شناس,عالم الأصوات
Phonology,Fonología,Phonologie,واج شناسی,علم الأصوات
Phonometer,Fonómetro,Phonometer,آواسنج,مقياس الصوت
Phony,Falso,Falsch,ساختگی,مزيف
Phosphate,Fosfato,Phosphat,فسفات,فوسفات
Phosphor,Fósforo,Phosphor,فسفر,الفوسفور
Phosphorescence,Fosforescencia,Phosphoreszenz,فسفرسانس,التفسفر الوميض الفوسفوري
Phosphorescent,Fosforescente,Phosphoreszierend,فسفرسانس,فسفوري
Phosphoreted,Fosforetado,Phosphorisiert,فسفردار,مُفسفور
Phosphoric,Fosfórico,Phosphorsäure,فسفریک,الفوسفوري
Phosphorism,Fosforismo,Phosphorismus,فسفریسم,الفسفورية
Phosphorous,Fosforoso,Phosphor,فسفر,الفوسفور
Phosphorus,Fósforo,Phosphor,فسفر,الفوسفور
Photobiotic,Fotobiótico,Photobiotisch,فتوبیوتیک,حيوية ضوئية
Photocell,Célula Fotoeléctrica,Fotozelle,فتوسل,خلية ضوئية
Photochemistry,Fotoquímica,Photochemie,فتوشیمی,الكيمياء الضوئية
Photoconductivity,Fotoconductividad,Photoleitfähigkeit,رسانایی نوری,الموصلية الضوئية
Photocopy,Fotocopia,Fotokopie,فتوکپی,نسخة مصورة
Photodynamical,Fotodinámico,Photodynamische,فتودینامیک,الضوئية الديناميكية
Photodynamics,Fotodinámica,Photodynamik,فتودینامیک,الديناميكا الضوئية
Photoelectric,Fotoeléctrico,Fotoelektrisch,فوتوالکتریک,كهروضوئية
Photoelectricity,Fotoelectricidad,Photoelektrizität,فوتوالکتریک,الكهروضوئية
Photoelectron,Fotoelectrón,Photoelektronen,فوتوالکترون,فوتوإلكترون
Photograph,Fotografía,Foto,عکس,تصوير
Photographer,Fotógrafo,Fotograf,عکاس,مصور
Photographic,Fotográfico,Fotografisch,عکاسی,التصوير الفوتوغرافي
Photographic Proof,Prueba Fotográfica,Fotografischer Beweis,اثبات عکاسی,دليل فوتوغرافي
Photography,Fotografía,Fotografie,عکاسی,التصوير الفوتوغرافي
Photokinesis,Fotocinesis,Photokinese,فوتوکینزی,التحريك الضوئي
Photometer,Fotómetro,Photometer,فوتومتر,مضواء
Photometry,Fotometría,Photometrie,نورسنجی,قياس الضوء
Photonegative,Fotonegativo,Fotonegativ,فوتونگاتیو,سلبي ضوئي
Photophily,Fotofilia,Fotophilie,فتوفیلی,محبة للضوء
Photophobe,Fotófobo,Lichtscheu,فتوفوبیا,رهاب الضوء
Photophobia,Fotofobia,Photophobie,فتوفوبیا,رهاب الضوء
Photophobic,Fotofóbico,Lichtscheu,فتوفوبیک (نورگریز),كاره للضوء
Photosphere,Fotosfera,Photosphäre,فوتوسفر,الغلاف الضوئي
Photostatic,Fotostático,Photostatisch,فوتواستاتیک,ضوئية
Photosynthesis,Fotosíntesis,Photosynthese,فتوسنتز,البناء الضوئي
Phototaxis,Fototaxis,Fototaxis,فتوتاکسی,التاكسي الضوئي
Phrasal,Frasal,Phrasen,عبارتی,عبارة
Phrase,Frase,Phrase,عبارت,عبارة
Phraseologist,Fraseólogo,Phraseologismus,عبارت شناس,عبارات
Phraseology,Fraseología,Phraseologie,عبارت شناسی,العبارات
Phrasing,Fraseo,Formulierung,جمله بندی,صياغة
Phrenic,Frénico,Zwerchfell,فرنیک,الحجاب الحاجز
Phrenologist,Frenólogo,Phrenologe,متخصص جمجمه شناسی,العالم بفراسة الدماغ
Phrenology,Frenología,Phrenologie,جمجمه شناسی,علم فراسة الدماغ
Phylloid,Filoide,Phylloid,فیلوئید,فيلويد
Physic,Medicamento,Physik,فیزیک,فيزيائي
Physical,Físico,Physisch,فیزیکی,بدني
Physically,Físicamente,Physisch,از نظر فیزیکی,جسديا
Physician,Médico,Arzt,پزشک,طبيب
Physician In Attendance,Médico De Guardia,Behandelnder Arzt,پزشک حاضر,الطبيب المعالج
Physicians,Médicos,Ärzte,پزشکان,الأطباء
Physicist,Físico,Physiker,فیزیکدان,فيزيائي
Physics,Física,Physik,فیزیک,الفيزياء
Physiognomic,Fisonómico,Physiognomisch,قیافه شناسی,فسيولوجيًا
Physiognomy,Fisonomía,Physiognomie,قیافه شناسی,علم الفراسة
Physiological,Fisiológico,Physiologische,فیزیولوژیکی,فسيولوجي
Physiologist,Fisiólogo,Physiologe,فیزیولوژیست,عالم وظائف الأعضاء
Physiology,Fisiología,Physiologie,فیزیولوژی,علم وظائف الأعضاء
Physiotherapy,Fisioterapia,Physiotherapie,فیزیوتراپی,العلاج الطبيعي
Physique,Físico,Körperbau,هیکل,بنية الجسم
Phytogenic,Fitogénico,Phytogen,گیاه زا,نباتي
Phytology,Fitología,Phytologie,گیاه شناسی,علم النبات
Pi,Pi,Pi,پی,باي
Piano,Piano,Klavier,پیانو,بيانو
Pica,Pica,Pica,پیکا,بيكا
Piceous,Piceo,Wundervoll,پیسی,رقاقي
Pick,Elegir,Wählen,انتخاب,يختار
Pick Up,Levantar,Abholen,برداشت کردن,يلتقط
Pickaback,Paseo A Cuestas,Huckepack,برداشت مجدد,على الظهر و الكتفين
Pickax,Piqueta,Hacke,کلنگ,معول
Pickaxe,Piqueta,Spitzhacke,کلنگ,معول
Picked,Escogido,Gepflückt,برگزیده,مختار
Picking,Cosecha,Kommissionierung,چیدن,اختيار
Picking Flowers,Recogiendo Flores,Blumen Pflücken,چیدن گل,قطف الزهور
Pickle,Conservar En Vinagre,Beizen,ترشی,مخلل
Picklock,Ganzúa,Dietrich,قفل ترشی,قفل المعول
Pickup,Levantar,Abholen,وانت,يلتقط
Picky,Quisquilloso,Wählerisch,گزیده کار,من الصعب إرضاءه
Picnic,Picnic,Picknick,پیک نیک,نزهه
Pictograph,Pictografía,Piktogramm,تصویرنگار,صورة صخرية
Pictorial,Pictórico,Bildlich,تصویری,مصورة
Picture,Imagen,Bild,تصویر,صورة
Picture Gallery,Galería De Imágenes,Bildergalerie,گالری تصاویر,معرض الصور
Pictured,En La Foto,Abgebildet,تصویر شده,في الصورة
Pictures,Fotos,Bilder,تصاویر,صور
Picturesque,Pintoresco,Malerisch,زیبا و خوش منظره,خلابة
Pie,Pastel,Torte,پای,فطيرة
Piebald,Caballo Pío,Gescheckt,پیبالد,أبقع
Piece,Pedazo,Stück,قطعه,قطعة
Piece De Resistance,Plato Principal,Glanzstück,قطعه مقاومت,قطعة مقاومة
Pieces Of Advice,Consejos,Ratschläge,نصیحت های پندآموز,نصائح
Pieces Of Good News,Piezas De Buenas Noticias,Gute Nachrichten,خبرهای خوب,قطع من الأخبار الجيدة
Piecewise,Por Partes,Stückweise,تکه تکه,قطعيًا
Piecework,Trabajo A Destajo,Akkordarbeit,کار پاره وقت,عمل بالقطعة
Piedmont,Piamonte,Piemont,پیمونت,بيدمونت
Pier,Muelle,Pier,اسکله,رصيف
Pierce,Atravesar,Durchbohren,سوراخ کردن,اخترق
Pierced,Perforado,Durchbohrt,سوراخ شده,مثقوب
Piety,Piedad,Frömmigkeit,تقوا,التقوى
Piezometer,Piezómetro,Piezometer,پیزومتر,مقياس الضغط
Pig,Cerdo,Schwein,خوک,خنزير
Pig Iron,Arrabio,Roheisen,آهن خام,حديد خام
Pigenhole,Casillero,Taubenschlag,لانه کبوتری,حفرة الحمام
Pigeon,Paloma,Taube,کبوتر,حمامة
Piggery,Pocilga,Schweinezucht,خوکداری,حظيرة الخنازير
Piggish,Glotón,Schweinisch,خوک مانند,شره
Piggy Bank,Hucha,Sparschwein,قلک,حصالة نقود
Piggyback,A Cuestas,Huckepack,کول بک,على الظهر
Pigheaded,Cabezón,Stur,خوک سرکش,عنيد
Piglet,Cerdito,Ferkel,بچه خوک,خنزير صغير
Pigment,Pigmento,Pigment,رنگدانه,صبغة
Pigpen,Pocilga,Schweinestall,خوکدانی,حظيرة الخنازير
Pigsty,Pocilga,Schweinestall,خوکدانی,حظيرة الخنازير
Pigtail,Coleta,Zopf,دم خوکی,جديلة
Pike,Lucio,Pike,پایک,رمح
Pile,Montón,Stapel,شمع,كومة
Pile Arms,Brazos De Pila,Pfahlarme,بازوهای شمعی,أذرع الكومات
Pile Driver,Martinete,Ramme,شمع کوب,سائق الركائز
Pile Of Straw,Montón De Paja,Strohhaufen,توده ای از کاه,كومة من القش
Pile Up,Acumular,Aufstapeln,انباشته کردن,تراكم
Pileate,Pileate,Pilate,پیلات,ريشة
Piled Up,Amontonado,Aufgestapelt,انباشته شده,مكدسة
Piles,Hemorroides,Stapel,شمع ها,أكوام
Pilfer,Robar A,Stehlen,دله دزدی,سارق
Pilferer,Ladrones,Diebe,دزدان,سارقو
Pilfering,Ratería,Diebstahl,دزدی,سرقة
Pilgrim,Peregrino,Pilger,زائر,حاج
Pilgrimage,Peregrinaje,Wallfahrt,زیارت,الحج
Pilgrims,Peregrinos,Pilger,زائران,الحجاج
Piling,Pilotaje,Stapeln,ستون بندی,التكديس
Pill,Píldora,Pille,قرص,حبة
Pillage,Pillaje,Plündern,غارت,نهب
Pillager,Saqueador,Plünderer,غارتگر,ناهب
Pillaging,Expoliación,Plünderungen,غارت,نهب
Pillar,Pilar,Säule,ستون,عمود
Pillar-Like,Como Un Pilar,Säulenartig,ستون مانند,يشبه العمود
Pillars,Pilares,Säulen,ستون ها,أعمدة
Pillar-Shaped,En Forma De Pilar,Säulenförmig,ستونی شکل,على شكل عمود
Pillbox,Fortín,Bunker,جعبه قرص,قبعة صغيرة مستديرة
Pillion,Grupera,Sozius,ترکیون,راكب خلفي
Pillory,Picota,Pranger,ستون,عار
Pillow,Almohada,Kissen,بالش,وسادة
Pillow Slip,Funda De Almohada,Kissenbezug,لغزش بالش,ورقة وسادة
Pillowcase,Funda De Almohada,Kissenbezug,روبالشی,غطاء وسادة
Pilot,Piloto,Pilot,خلبان,طيار
Pilotage,Pilotaje,Lotsendienste,خلبانی,الإرشاد
Piloted,Pilotado,Pilotiert,خلبانی شده,تم تجريبه
Piloting,Pilotaje,Pilotierung,خلبانی,قيادة
Pimp,Chulo,Zuhälter,دلال محبت,القواد
Pimple,Espinilla,Pickel,جوش,بثرة
Pimply,Con Granos,Pickelig,جوش دار,مليء بالحبوب
Pin,Alfiler,Stift,پین,دبوس
Pin Money,Dinero De Alfiler,Stecknadelgeld,پول پین,دبوس المال
Pince Nez,Quevedos,Zwicker,پنس نیس,نظارة أنفية
Pincer,Tenazas,Zange,انبرها,كماشة
Pinch,Pellizco,Prise,خرج کردن,قرصة
Pincher,Pincher,Kneifer,پینچر,كماشة
Pinching,Ratería,Kneifen,نیشگون گرفتن,معسر
Pincushion,Acerico,Nadelkissen,جاسوزنی,وسادة الدبابيس
Pindaric,Pindárico,Pindarisch,پینداریک,بنداري متعلق بالشاعر بندار
Pine,Pino,Kiefer,کاج,الصنوبر
Pine Cone,Piña,Tannenzapfen,مخروط کاج,مخروط الصنوبر
Pine Needle,Aguja De Pino,Kiefernnadeln,سوزن کاج,إبرة الصنوبر
Pineal,Pineal,Zirbeldrüse,صنوبری,الغدة الصنوبرية
Pineapple,Piña,Ananas,آناناس,أناناس
Ping,Silbido,Klingeln,پینگ,بينغ
Pinhead,Cabeza De Alfiler,Stecknadelkopf,سر سوزن,رأس الدبوس
Pinion,Piñón,Ritzel,پینیون,جناح الطائر
Pink,Rosa,Rosa,صورتی,لون القرنفل
Pinkie,Dedo Meñique,Kleiner Finger,صورتی,الخنصر
Pinnacle,Pináculo,Höhepunkt,اوج,قمة
Pinner,Palos,Stöcke,چوب ها,العصي
Pinnulate,Pinnulada,Gefiedert,پینه مانند,ريشي
Pinnulated,Pinulado,Gefiedert,پین دار,مسنن
Pinwheel,Molinillo,Windrad,چرخ دنده,طاحونة هوائية
Pioneer,Pionero,Pionier,پیشگام,رائد
Pionted Out,Destacado,Hervorgehoben,بیرون زده,موجهة للخارج
Pious,Piadoso,Fromm,پرهیزگار,تقي
Pious Act,Acto Piadoso,Fromme Tat,عمل خداپسندانه,عمل صالح
Pious Person,Persona Piadosa,Frommer Mensch,شخص پرهیزگار,شخص متدين
Pip,Pepita,Pip,پیپ,نقطة
Pipe,Tubo,Rohr,لوله,ماسورة
Pipe Dream,Castillos En El Aire,Wunschtraum,رویای لوله ای,حلم بعيد المنال
Pipelayer,Tiendetubos,Rohrleger,لوله کش,عامل مد الأنابيب
Pipelike,En Forma De Tubería,Röhrenförmig,لوله مانند,يشبه الأنبوب
Pipeline,Tubería,Pipeline,خط لوله,خط الأنابيب
Piper,Bip,Piepton,بوق,زمارة
Pipestem,Vástago De La Pipa,Rohrschaft,ساقه لوله,ساق الأنبوب
Pipin,Pipin,Pipin,پیپین,بيبين
Piping,Tubería,Rohrleitungen,لوله کشی,الأنابيب
Piping Hot,Muy Caliente,Kochend Heiß,داغ داغ,ساخن جدًا
Pipkin,Puchero De Barro,Pipkin,پیپکین,موقد فخار
Piquancy,Picante,Pikanterie,تندی و تیزی,نكهة حادة
Piquant,Picante,Pikant,تند و تیز,لاذع
Pique,Piqué,Piqué,پیکه,استياء
Piracy,Piratería,Piraterie,دزدی دریایی,القرصنة
Pirate,Pirata,Pirat,دزد دریایی,قرصان
Piroot Ebrahim,Piroot Ebrahim,Piroot Ebrahim,پیروت ابراهیم,بيروت إبراهيم
Piruz,Piruz,Piruz,پیروز,بيروز
Piscary,Piscaría,Piscary,پیسکاری,سمكة القرش
Piscatologist,Piscatólogo,Fischkundler,پیسکاتولوژیست,عالم الأسماك
Piscatology,Piscatología,Fischkunde,پیسکاتولوژی,علم الأسماك
Pisciculture,Piscicultura,Fischzucht,پرورش ماهی,تربية الأسماك
Pisciculturist,Piscicultor,Fischzüchter,ماهی شناس,مربي الأسماك
Pisciform,Pisciforme,Fischförmig,ماهی شکل,سمكي الشكل
Piscina,Piscina,Schwimmbad,پیسینا,حمام سباحة
Piss,Mear,Piss,ادرار,شخ
Pissoir,Pissoir,Pissoir,پیسور,المرحاض
Pistachio,Pistacho,Pistazie,پسته,فستق
Pistol,Pistola,Pistole,تپانچه,مسدس
Piston,Pistón,Kolben,پیستون,مكبس
Pit,Fosa,Grube,گودال,حفرة
Pit A Pat,Darle Una Palmadita,Einen Klaps Geben,پت پت کردن,حفرة التربيت
Pitch,Paso,Tonhöhe,زمین,يقذف
Pitch A Tent,Armar Una Tienda De Campaña,Ein Zelt Aufschlagen,چادر زدن,نصب خيمة
Pitch Tent,Tienda De Campaña,Zelt Aufstellen,چادر زمینی,خيمة الملعب
Pitcher,Lanzador,Krug,پارچ,جرة
Pitchfork,Horca,Heugabel,چنگال,مذراة
Piteous,Lastimoso,Erbärmlich,رقت انگیز,بائس
Pitfall,Trampa,Falle,گودال,شرك
Pith,Médula,Mark,پیت,اللب
Pithy,Sustancial,Kernig,پیت,موجز
Pitiable,Lamentable,Bemitleidenswert,قابل ترحم,مثير للشفقة
Pitiful,Lamentable,Erbärmlich,رقت انگیز,مثير للشفقة
Pitiless,Despiadado,Erbarmungslos,بی رحم,بلا رحمة
Pitted,Deshuesado,Entkernt,سوراخ سوراخ شده,محفور
Pitting,Picaduras,Lochfraß,گودبرداری,الحفر
Pittsburgh,Pittsburgh,Pittsburgh,پیتسبورگ,بيتسبرغ
Pittsburgh University,Universidad De Pittsburgh,Pittsburgh Universität,دانشگاه پیتسبورگ,جامعة بيتسبرغ
Pity,Lástima,Mitleid,ترحم,شفقة
Pizza,Pizza,Pizza,پیتزا,بيتزا
Placard,Cartel,Plakat,پلاکارد,لافتة
Place,Lugar,Ort,مکان,مكان
Place For Public Prayer,Lugar De Oración Pública,Ort Für Öffentliches Gebet,مکانی برای نماز جماعت,مكان للصلاة العامة
Place For Recreation,Lugar Para La Recreación,Ort Zur Erholung,مکانی برای تفریح,مكان للترفيه
Place Of Ambush,Lugar De Emboscada,Ort Des Hinterhalts,محل کمین,مكان الكمين
Place Of Exhibition,Lugar De Exposición,Ausstellungsort,محل برگزاری نمایشگاه,مكان المعرض
Place Of Martyrdom,Lugar Del Martirio,Ort Des Martyriums,محل شهادت,مكان الاستشهاد
Place Of Worship,Lugar De Culto,Kultstätte,عبادتگاه,مكان العبادة
Place To Escape To,Lugar Para Escapar,"Ort, An Den Man Fliehen Kann",جایی برای فرار به,مكان للهروب إليه
Place Under Surveilance,Lugar Bajo Vigilancia,Ort Unter Überwachung,مکان تحت نظر,مكان تحت المراقبة
Place Well,Lugar Bien,Platz Gut,خوب جا بده,مكان جيد
Placed,Metido,Platziert,قرار داده شده,وضعت
Placeless,Sin Lugar,Ortlos,بی مکان,بلا مكان
Placement,Colocación,Platzierung,قرار دادن,التنسيب
Places,Lugares,Orte,مکان ها,الأماكن
Placket,Placa,Plakette,پلاک,لوحة
Plagiarism,Plagio,Plagiat,سرقت ادبی,سرقة علمية
Plagiarist,Plagiario,Plagiator,دزد ادبی,سارق أدبي
